id,Sex,Length,Diameter,Height,Weight,Age,price
35279,M,1.725,1.325,0.4875,43.02036625,13,7.00
35280,M,1.325,1.05,0.325,16.5844575,9,9.00
35281,I,1.0125,0.7625,0.3,9.19941275,8,6.00
35282,I,1.1,0.875,0.3375,11.43902325,9,10.00
35283,M,1.725,1.3125,0.4875,45.7277435,19,10.00
35284,M,0.55,0.4125,0.125,1.3891255,5,5.00
35285,M,1.7,1.35,0.475,39.972795,15,6.00
35286,M,1.5375,1.1875,0.4,29.7386255,8,8.00
35287,F,1.375,1.1,0.3375,27.82503425,11,9.00
35288,M,0.7375,0.5375,0.15,2.65067825,5,8.00
35289,I,0.4875,0.3375,0.1125,1.00640725,7,9.00
35290,F,1.5375,1.225,0.3875,31.18445,9,6.00
35291,I,0.9375,0.6875,0.1625,6.1518415,7,5.00
35292,I,0.6375,0.4625,0.1625,2.097863,4,6.00
35293,F,1.7875,1.375,0.5,50.81647875,11,8.00
35294,F,1.45,1.125,0.3375,27.612413,10,7.00
35295,M,1.55,1.2125,0.4125,32.13415825,11,5.00
35296,M,1.65,1.3125,0.5125,44.91978275,11,9.00
35297,I,1.0125,0.7625,0.25,9.015141,7,7.00
35298,F,1.3125,1.0375,0.4125,21.36134825,9,10.00
35299,F,1.4875,1.1375,0.3375,24.6357155,10,5.00
35300,M,1.5875,1.2625,0.4625,33.9910505,9,6.00
35301,F,1.625,1.3125,0.4875,44.80638475,10,10.00
35302,M,1.375,1.0625,0.3625,24.56484175,16,6.00
35303,M,1.575,1.2375,0.4,35.19590425,15,6.00
35304,I,1.3,0.9875,0.3125,17.56251525,9,10.00
35305,M,1.45,1.1,0.3625,26.43590875,10,8.00
35306,M,1.15,0.875,0.35,14.118051,10,7.00
35307,I,0.9,0.675,0.25,6.27941425,7,9.00
35308,I,1.125,0.875,0.3375,10.27669375,8,5.00
35309,F,1.6125,1.225,0.3,29.95124675,11,9.00
35310,M,1.525,1.1875,0.4,36.32988425,10,10.00
35311,M,1.1625,0.95,0.3375,14.69921575,16,5.00
35312,M,1.3,0.9625,0.325,13.4093135,9,8.00
35313,M,1.6375,1.4875,0.5,41.39027,11,7.00
35314,M,1.4625,1.1875,0.4125,39.405805,20,6.00
35315,I,1.15,0.875,0.2875,13.39513875,6,9.00
35316,F,1.2,0.925,0.3,16.45688475,8,7.00
35317,F,1.4375,1.1,0.325,28.236102,9,10.00
35318,I,1.05,0.8125,0.2375,9.752228,10,10.00
35319,M,1.45,1.125,0.35,26.08154,19,9.00
35320,M,1.55,1.175,0.4125,39.41997975,11,10.00
35321,F,1.6375,1.2625,0.475,36.1456125,14,5.00
35322,I,1.0375,0.8,0.2875,10.33339275,6,9.00
35323,M,1.325,1.0625,0.3875,20.921931,8,9.00
35324,I,1.1875,0.9125,0.2875,14.55746825,8,5.00
35325,F,1.5375,1.2375,0.475,32.1199835,17,9.00
35326,I,1.225,0.975,0.3125,16.40018575,10,10.00
35327,F,1.5625,1.2125,0.375,35.76289425,11,7.00
35328,F,1.4375,1.0875,0.4,26.591831,10,10.00
35329,M,1.375,1.0625,0.3375,21.1203775,8,10.00
35330,F,1.675,1.3125,0.4375,38.73959175,8,5.00
35331,M,1.625,1.3,0.5,41.560367,10,10.00
35332,I,1.25,1.0125,0.4375,24.0687255,17,6.00
35333,M,1.45,1.1375,0.3875,31.42542075,14,6.00
35334,M,1.675,1.3125,0.4375,39.70347475,13,6.00
35335,M,1.425,1.1375,0.3875,24.437269,9,6.00
35336,I,1.2625,1.025,0.25,14.2030995,8,10.00
35337,I,1.375,1.0625,0.4125,21.72989175,8,7.00
35338,I,1.4125,1.1,0.3625,25.84056925,8,9.00
35339,M,1.3,1.025,0.3625,22.169309,11,9.00
35340,I,1.1,0.825,0.2375,10.98543125,8,5.00
35341,I,1.175,0.8875,0.3125,14.78426425,8,9.00
35342,I,1.1,0.8375,0.275,11.7083435,8,5.00
35343,I,1.175,0.9125,0.3,14.628342,8,8.00
35344,I,0.85,0.6375,0.2125,5.06038575,6,6.00
35345,M,1.55,1.2125,0.4375,31.22697425,12,8.00
35346,I,0.4,0.3125,0.0125,0.5953395,4,9.00
35347,I,1.35,1.05,0.325,19.06503875,8,7.00
35348,M,1.625,1.275,0.5625,44.26774425,14,6.00
35349,M,1.3125,1.0125,0.3,19.15008725,8,5.00
35350,M,1.5,1.175,0.45,30.63163475,12,7.00
35351,I,1.175,0.875,0.225,13.9196045,7,7.00
35352,F,1.425,1.15,0.35,24.720764,9,7.00
35353,F,1.725,1.375,0.475,47.27279125,15,5.00
35354,M,1.4875,1.1375,0.4125,31.071052,12,7.00
35355,I,0.75,0.5125,0.125,3.35941575,5,5.00
35356,I,1.1,0.85,0.275,11.679994,11,6.00
35357,I,0.8125,0.5375,0.1625,4.082328,5,9.00
35358,M,1.35,1.05,0.325,23.00561925,8,7.00
35359,F,1.65,1.25,0.45,38.88133925,15,10.00
35360,F,1.625,1.2625,0.425,38.22930075,12,8.00
35361,F,1.175,0.875,0.3125,16.42853525,11,5.00
35362,M,1.65,1.3125,0.45,45.84754875,17,7.00
35363,F,1.6125,1.25,0.4,35.30930225,14,9.00
35364,F,1.5625,1.2,0.4125,35.72037,14,10.00
35365,I,0.8625,0.6625,0.225,5.5848515,6,6.00
35366,F,1.55,1.2125,0.4375,34.8415355,11,5.00
35367,I,0.9875,0.775,0.2375,8.12213175,7,9.00
35368,M,1.15,0.95,0.3875,16.2442635,12,6.00
35369,F,1.625,1.3125,0.4375,41.48949325,10,5.00
35370,I,1.3625,1.0625,0.35,20.638436,8,5.00
35371,I,1.325,1.0625,0.35,22.52367775,10,8.00
35372,I,1.375,1.075,0.3625,21.092028,11,10.00
35373,F,1.6875,1.3125,0.45,38.90968875,11,6.00
35374,F,1.5625,1.225,0.45,50.008518,13,9.00
35375,F,1.6375,1.2875,0.4125,35.62114675,10,8.00
35376,F,1.675,1.3,0.4875,36.173962,10,7.00
35377,M,1.45,1.15,0.4,29.596878,11,5.00
35378,F,1.55,1.225,0.3875,29.1149365,10,7.00
35379,I,0.4,0.3,0.0625,0.510291,6,7.00
35380,F,1.7,1.3625,0.475,50.121916,21,6.00
35381,F,1.725,1.4375,0.45,47.0318205,11,7.00
35382,M,1.475,1.175,0.4875,30.91512975,13,7.00
35383,F,1.525,1.2,0.3875,34.2178465,12,9.00
35384,F,1.6125,1.2125,0.375,32.16250775,8,8.00
35385,F,1.15,0.775,0.225,10.24834425,9,10.00
35386,I,0.85,0.6375,0.225,5.08873525,8,8.00
35387,I,0.625,0.45,0.125,2.381358,6,9.00
35388,F,1.525,1.1875,0.3625,30.03629525,11,6.00
35389,F,1.4125,1.1,0.4125,30.43318825,9,7.00
35390,I,1.475,1.15,0.3625,24.28134675,13,10.00
35391,I,1.1,0.8125,0.2625,9.51125725,9,6.00
35392,F,1.0125,0.775,0.225,10.4042665,7,5.00
35393,M,1.4875,1.225,0.375,31.18445,11,5.00
35394,F,1.525,1.2,0.4375,33.849303,9,9.00
35395,M,1.5625,1.225,0.3875,30.71668325,9,8.00
35396,M,0.5875,0.45,0.1625,1.80019325,5,9.00
35397,M,1.6875,1.2625,0.4125,39.7743485,10,9.00
35398,F,1.45,1.15,0.4,31.99241075,10,9.00
35399,M,1.65,1.3125,0.5375,40.34813975,14,10.00
35400,M,1.275,0.975,0.35,15.29455525,9,10.00
35401,M,1.2125,0.8875,0.2875,14.92601175,9,10.00
35402,I,1.1,0.825,0.25,12.43125575,8,5.00
35403,F,1.875,1.45,0.55,54.08987975,10,10.00
35404,F,1.5,1.1875,0.35,31.581343,10,5.00
35405,I,1.0375,0.8125,0.25,9.5537815,7,6.00
35406,I,1.1,0.875,0.275,14.81261375,7,7.00
35407,M,1.8,1.3,0.4375,42.48172575,10,9.00
35408,I,1.4125,1.125,0.375,27.68328675,9,5.00
35409,I,0.7375,0.5375,0.225,3.6570855,7,8.00
35410,M,1.475,1.175,0.3875,28.91649,9,10.00
35411,F,1.7375,1.425,0.5125,50.745605,13,9.00
35412,M,1.5625,1.25,0.4625,34.26037075,10,7.00
35413,I,1.1875,0.9125,0.3,15.49300175,7,6.00
35414,I,0.95,0.75,0.25,7.55514175,7,5.00
35415,F,0.975,0.725,0.25,9.808927,10,10.00
35416,F,1.65,1.325,0.4375,41.48949325,18,10.00
35417,I,0.9875,0.775,0.2375,8.46232575,9,9.00
35418,I,0.925,0.725,0.25,6.27941425,7,8.00
35419,M,1.425,1.125,0.3375,22.8780465,8,10.00
35420,F,1.125,0.9,0.2625,13.99047825,7,7.00
35421,I,1.1125,0.825,0.3375,12.68640125,10,6.00
35422,M,1.625,1.3375,0.4,35.50774875,20,7.00
35423,M,0.7875,0.575,0.2,3.96893,10,10.00
35424,I,1.0125,0.7625,0.2625,9.468733,7,5.00
35425,M,0.95,0.5625,0.2625,8.731646,18,5.00
35426,I,0.9875,0.725,0.25,8.901743,7,6.00
35427,F,1.6375,1.3125,0.475,45.23162725,16,6.00
35428,F,1.375,1.0625,0.35,28.973189,9,8.00
35429,F,1.5875,1.2125,0.45,36.7693015,17,7.00
35430,M,1.4375,1.125,0.3875,28.7180435,11,8.00
35431,I,1.4125,1.1,0.325,19.3627085,8,10.00
35432,F,1.1875,0.9375,0.3,13.60776,7,7.00
35433,I,1.4625,1.15,0.425,34.359594,20,7.00
35434,M,1.6125,1.25,0.4375,39.95862025,13,6.00
35435,I,1.2625,0.9625,0.3125,16.5844575,8,7.00
35436,F,1.375,1.05,0.3625,20.638436,9,8.00
35437,F,1.575,1.175,0.375,31.6096925,13,5.00
35438,F,1.475,1.1125,0.3375,26.535132,13,10.00
35439,F,1.3,1.0125,0.3375,18.937466,9,10.00
35440,F,1.5,1.2375,0.375,31.3261975,10,5.00
35441,I,1.075,0.7625,0.25,11.169703,6,7.00
35442,I,1.125,0.8625,0.2875,11.509897,11,7.00
35443,I,1.5375,1.2,0.4125,32.89959475,11,6.00
35444,F,1.3125,1.025,0.3375,18.597272,13,6.00
35445,I,1.225,0.9375,0.325,16.42853525,9,6.00
35446,M,1.2625,0.9625,0.375,17.7184375,9,6.00
35447,M,1.55,1.2125,0.4125,37.931631,12,8.00
35448,F,1.7375,1.4125,0.475,54.5727875,11,8.00
35449,F,1.1625,0.9375,0.35,21.87163925,15,7.00
35450,M,1.5875,1.2875,0.4125,39.7743485,9,7.00
35451,I,1.2625,0.9625,0.3125,17.4349425,8,8.00
35452,I,1.2375,0.9375,0.3125,16.215914,12,8.00
35453,M,1.125,0.8375,0.3125,11.55242125,8,6.00
35454,M,0.875,0.6625,0.25,5.556502,7,5.00
35455,M,1.425,1.1375,0.425,28.122704,10,10.00
35456,I,0.75,0.575,0.15,4.309124,6,5.00
35457,I,1.2875,1,0.3125,19.1926115,8,5.00
35458,I,1.1625,0.7625,0.275,10.19164525,7,6.00
35459,M,1.4125,1.125,0.3625,22.04173625,9,5.00
35460,F,1.5,1.225,0.375,27.499015,11,8.00
35461,I,1.35,1.0125,0.3625,20.11397025,8,7.00
35462,M,1.375,1.0875,0.35,18.80989325,8,10.00
35463,F,1.8125,1.4125,0.4,45.88366575,12,6.00
35464,I,1.125,0.8625,0.325,12.417081,7,5.00
35465,F,1.25,1.05,0.4625,25.95396725,20,10.00
35466,I,0.4,0.3125,0.0625,0.66621325,4,5.00
35467,I,0.9625,0.75,0.25,8.63242275,7,5.00
35468,F,1.5,1.2,0.375,39.13648475,10,5.00
35469,M,1.6625,1.3125,0.45,33.40988575,9,8.00
35470,I,1.375,1.0625,0.35,18.597272,8,7.00
35471,I,1.25,1.025,0.3125,15.74814725,7,6.00
35472,I,1.075,0.85,0.2625,10.98543125,8,7.00
35473,I,1.25,0.9375,0.3125,14.78426425,7,6.00
35474,F,1.425,1.125,0.3625,23.586784,12,9.00
35475,M,1.4375,1.1375,0.4125,26.01066625,15,8.00
35476,F,1.3125,1.0375,0.35,22.1976585,9,8.00
35477,I,1.575,1.275,0.4375,35.81959325,12,9.00
35478,M,1.55,1.2,0.425,34.79901125,10,5.00
35479,M,1.625,1.2875,0.4375,39.972795,10,7.00
35480,I,1.0875,0.7625,0.3125,10.39009175,7,10.00
35481,I,1.5125,1.2375,0.375,31.18445,13,10.00
35482,I,0.6875,0.5,0.1625,2.28213475,5,6.00
35483,I,1.3,1,0.3375,17.36406875,8,10.00
35484,I,1.3375,1.0375,0.35,19.29183475,9,10.00
35485,I,0.575,0.4125,0.1125,1.82854275,4,7.00
35486,I,0.7375,0.5375,0.2125,3.515338,6,9.00
35487,M,1.35,1.05,0.3125,15.43630275,10,5.00
35488,M,1.3625,1.0875,0.35,20.184844,8,6.00
35489,F,1.5625,1.1625,0.3875,35.19590425,10,9.00
35490,F,1.5875,1.2,0.4,37.194544,17,9.00
35491,F,1.5125,1.175,0.375,26.20911275,16,9.00
35492,F,1.65,1.3125,0.45,44.9906565,10,7.00
35493,I,1.4125,1.1,0.375,24.79163775,10,7.00
35494,I,1.3125,1.0625,0.375,20.184844,13,8.00
35495,I,0.9,0.675,0.1875,6.30776375,6,10.00
35496,M,1.5625,1.225,0.5625,39.405805,15,9.00
35497,I,0.5375,0.325,0.1375,1.0489315,3,10.00
35498,M,1.425,1.125,0.3875,34.37376875,11,5.00
35499,F,1.675,1.3125,0.4375,35.98969025,9,6.00
35500,I,0.7,0.5125,0.175,3.6003865,5,10.00
35501,I,1.125,0.8625,0.275,13.437663,8,10.00
35502,F,1.4375,1.075,0.325,21.75824125,11,10.00
35503,I,0.75,0.55,0.1375,3.64291075,5,8.00
35504,M,0.8875,0.675,0.275,6.30776375,10,10.00
35505,M,1.5125,1.2,0.4125,32.6302745,9,5.00
35506,I,0.95,0.6875,0.225,8.80251975,6,7.00
35507,I,1.125,0.9125,0.3375,12.68640125,8,5.00
35508,M,1.425,1.1625,0.3875,27.78251,9,5.00
35509,I,1.45,1.1375,0.3625,26.251637,10,9.00
35510,M,1.3,1,0.3375,21.6873675,7,8.00
35511,F,1.675,1.35,0.4625,37.37881575,12,7.00
35512,I,1.125,0.8625,0.2625,13.8062065,8,9.00
35513,M,1.1875,0.9,0.35,14.81261375,17,7.00
35514,M,1.8,1.4625,0.5375,56.9541455,17,8.00
35515,I,1.2,0.9625,0.35,16.34348675,8,6.00
35516,I,0.8,0.6,0.1875,4.80524025,8,6.00
35517,M,0.6375,0.4625,0.025,2.6932025,5,5.00
35518,F,1.325,1,0.375,24.79163775,10,8.00
35519,F,1.4625,1.125,0.4,25.35862775,12,5.00
35520,M,1.6125,1.2875,0.45,35.98969025,9,6.00
35521,F,1.35,1.0375,0.3375,21.6873675,15,6.00
35522,I,1.4375,1.1125,0.4,29.937072,9,9.00
35523,F,1.125,0.8875,0.3125,12.927372,10,8.00
35524,I,0.8875,0.675,0.25,6.95980225,7,7.00
35525,M,1.5125,1.1875,0.4125,25.0326085,11,5.00
35526,F,1.6375,1.3,0.5,38.385223,20,7.00
35527,F,1.6125,1.3,0.4125,33.29648775,11,8.00
35528,I,1.3,1.05,0.325,18.5689225,9,5.00
35529,I,1.4375,1.1,0.3625,24.67823975,10,8.00
35530,F,1.425,1.125,0.35,27.6974615,16,5.00
35531,M,1.65,1.2625,0.4875,39.41997975,12,5.00
35532,I,1.125,0.8125,0.2375,12.3887315,7,10.00
35533,I,1,0.775,0.25,8.731646,9,9.00
35534,I,1.1125,0.8625,0.2375,11.509897,7,8.00
35535,M,1.575,1.2,0.4125,34.06192425,13,10.00
35536,M,1.75,1.375,0.5125,51.21337175,10,10.00
35537,I,0.6125,0.4375,0.1375,1.82854275,6,5.00
35538,M,1.2625,1.0125,0.35,18.427175,8,9.00
35539,I,0.775,0.5875,0.175,3.6003865,5,8.00
35540,I,0.4625,0.3375,0.1,0.907184,4,9.00
35541,M,1.4625,1.15,0.2875,29.5840635,12,5.00
35542,I,0.9875,0.7375,0.2375,7.18659825,7,6.00
35543,F,1.175,0.875,0.2625,13.1258185,12,9.00
35544,M,1.55,1.225,0.375,31.6096925,10,9.00
35545,I,1,0.775,0.25,11.94931425,7,7.00
35546,I,0.9625,0.75,0.225,7.9662095,6,9.00
35547,M,1.4125,1.15,0.4,31.70891575,14,7.00
35548,I,0.525,0.425,0.1125,1.71514475,6,10.00
35549,I,1.3875,1.0875,0.375,27.385617,19,9.00
35550,I,1.175,0.875,0.3125,15.43630275,9,8.00
35551,M,1.45,1.15,0.4625,26.52095725,11,10.00
35552,F,1.4,1.1125,0.4125,28.81726675,10,9.00
35553,I,0.75,0.55,0.2125,3.1467945,5,10.00
35554,F,1.4125,1.125,0.35,22.92057075,10,5.00
35555,I,1.1875,0.9,0.3125,15.5071765,7,7.00
35556,M,1.6875,1.3375,0.5,52.900167,11,8.00
35557,F,1.575,1.2375,0.4375,32.81454625,13,10.00
35558,M,1.625,1.2375,0.4375,47.400364,10,6.00
35559,M,1.45,1.0625,0.3875,25.51455,11,10.00
35560,F,1.625,1.3125,0.4125,49.3564795,9,5.00
35561,I,1.1875,0.9125,0.225,12.303683,8,6.00
35562,F,1.425,1.1375,0.3375,23.24659,13,6.00
35563,I,1.225,0.9625,0.2625,14.21727425,8,9.00
35564,I,0.9875,0.7375,0.2375,7.3425205,8,6.00
35565,M,1.4875,1.15,0.4375,30.40483875,9,6.00
35566,I,1.125,0.825,0.2375,11.396499,7,10.00
35567,F,1.4375,1.075,0.4,28.066005,10,6.00
35568,I,1.275,0.9875,0.325,17.76096175,9,7.00
35569,I,1.3125,1,0.4125,18.27125275,9,9.00
35570,F,1.475,1.1875,0.3625,23.79940525,14,8.00
35571,I,0.4,0.3125,0.0375,0.5953395,4,8.00
35572,F,1.6125,1.25,0.4125,31.808139,10,8.00
35573,F,1.1625,0.9125,0.35,13.33843975,8,10.00
35574,I,0.9,0.675,0.225,6.19436575,7,9.00
35575,M,1.4375,1.1,0.375,25.27357925,11,9.00
35576,F,1.3125,1.0625,0.3625,21.27629975,9,5.00
35577,F,1.3125,1,0.3375,20.1564945,11,6.00
35578,M,1.7,1.3375,0.5125,51.95045875,13,10.00
35579,I,1.2,0.9375,0.35,15.2236815,7,7.00
35580,F,1.775,1.3375,0.475,45.91201525,11,10.00
35581,F,1.5,1.1875,0.3875,30.9860035,9,9.00
35582,F,1.6625,1.3,0.375,37.74735925,10,6.00
35583,I,1.3,1.0375,0.3125,18.24290325,10,10.00
35584,F,1.1875,0.875,0.325,14.16057525,12,9.00
35585,M,1.375,1.0625,0.35,26.18076325,9,10.00
35586,I,0.775,0.5875,0.125,4.5075705,6,10.00
35587,F,1.25,0.9625,0.3125,17.78931125,9,8.00
35588,M,0.9625,0.8125,0.25,7.144074,7,8.00
35589,I,0.5375,0.4125,0.125,1.0489315,5,10.00
35590,I,1.5875,1.275,0.5125,35.50774875,18,8.00
35591,I,0.8375,0.65,0.2,5.06038575,5,8.00
35592,F,1.325,1.0875,0.5625,30.504062,18,9.00
35593,F,1.5625,1.2,0.425,34.5013415,10,9.00
35594,M,1.35,1.05,0.3875,20.93610575,9,8.00
35595,F,1.55,1.2,0.4,28.25027675,11,8.00
35596,F,1.4875,1.1375,0.3625,27.9242575,9,10.00
35597,F,1.375,1.125,0.3375,23.88445375,12,8.00
35598,F,1.425,1.125,0.35,26.26581175,11,6.00
35599,M,1.675,1.2875,0.4125,38.68289275,22,7.00
35600,M,1.65,1.3625,0.4625,51.199197,10,9.00
35601,I,0.825,0.6375,0.2375,6.6054335,7,6.00
35602,I,1.175,0.925,0.275,12.9557215,8,7.00
35603,I,0.8125,0.6,0.225,4.2240755,5,8.00
35604,F,1.65,1.1875,0.4375,38.88133925,9,9.00
35605,F,1.2625,1.0125,0.3125,20.28406725,8,7.00
35606,M,1.325,1.075,0.35,20.87940675,10,9.00
35607,I,0.675,0.4875,0.175,2.2396105,9,6.00
35608,I,0.8375,0.625,0.175,4.80524025,12,9.00
35609,I,0.9,0.675,0.1875,5.556502,6,7.00
35610,F,1.225,1.025,0.3625,19.674553,9,7.00
35611,F,1.3875,1.0875,0.35,25.060958,13,6.00
35612,I,1.3125,1.05,0.3375,21.1203775,8,5.00
35613,I,0.8875,0.65,0.2,4.819415,7,5.00
35614,M,1.5125,1.175,0.4,34.8415355,12,10.00
35615,F,1.5875,1.3125,0.475,37.1094955,16,8.00
35616,F,1.5,1.1375,0.3875,28.36367475,12,7.00
35617,M,1.4625,1.1,0.375,24.38057,11,5.00
35618,I,1,0.775,0.2625,9.68135425,6,7.00
35619,M,1.6125,1.275,0.4125,36.0718825,13,9.00
35620,F,1.125,0.8375,0.2625,11.94931425,9,7.00
35621,F,1.4375,1.1,0.4,26.12406425,12,6.00
35622,F,1.4125,1.1,0.325,23.436481,10,5.00
35623,F,1.45,1.1625,0.3375,24.53649225,15,5.00
35624,M,1.6875,1.3,0.4625,49.90929475,11,5.00
35625,M,0.825,0.625,0.175,5.0745605,6,8.00
35626,F,1.625,1.3125,0.4625,44.395317,10,8.00
35627,M,1.4375,1.125,0.375,27.328918,10,8.00
35628,I,0.925,0.6875,0.225,6.917278,6,7.00
35629,I,1.325,1.0375,0.3625,18.4555245,15,9.00
35630,F,1.6,1.2625,0.4,33.43823525,10,8.00
35631,I,1.025,0.75,0.225,8.618248,6,10.00
35632,M,1.5375,1.1875,0.4125,30.900955,9,5.00
35633,F,1.65,1.2875,0.425,40.7382315,10,8.00
35634,I,1.1,0.85,0.2625,10.3475675,8,10.00
35635,F,1.675,1.3,0.45,47.173568,21,10.00
35636,F,1.5,1.2375,0.4125,34.06192425,9,10.00
35637,I,0.925,0.6875,0.2,6.577084,7,9.00
35638,I,1.125,0.8375,0.3,11.43902325,7,5.00
35639,F,1.4,1.0875,0.375,27.442316,11,8.00
35640,I,1.1375,0.9,0.2625,13.2392165,7,7.00
35641,M,1.3125,0.9875,0.3625,21.7440665,10,5.00
35642,F,1.4875,1.1875,0.4,29.086587,14,5.00
35643,I,1.0125,0.75,0.225,7.58349125,7,7.00
35644,I,0.925,0.6875,0.225,6.47786075,7,8.00
35645,F,1.75,1.2875,0.425,43.3463855,11,9.00
35646,M,1.7875,1.35,0.525,45.20327775,10,6.00
35647,M,1.45,1.125,0.425,33.8776525,12,7.00
35648,I,0.525,0.275,0.0625,1.304077,6,10.00
35649,M,1.3125,1.0125,0.475,23.57260925,21,6.00
35650,F,1.3125,1.025,0.3375,18.75319425,10,5.00
35651,F,1.675,1.325,0.4875,42.921143,22,9.00
35652,F,1.275,0.975,0.3375,18.653971,10,9.00
35653,M,1.6,1.225,0.4375,33.0838665,9,9.00
35654,I,1.1875,0.9125,0.3125,15.49300175,8,8.00
35655,M,1.3125,1,0.3375,19.447757,9,7.00
35656,I,0.95,0.7125,0.2375,8.00873375,7,10.00
35657,M,1.525,1.2,0.35,34.6714385,10,10.00
35658,I,1.225,0.925,0.3125,21.58814425,9,6.00
35659,I,0.75,0.525,0.2,5.5848515,9,6.00
35660,M,1.15,0.975,0.375,19.23513575,11,9.00
35661,F,1.75,1.3625,0.4375,44.55123925,10,10.00
35662,I,0.975,0.725,0.2375,7.6827145,7,6.00
35663,F,1.6125,1.275,0.4375,36.4291075,14,8.00
35664,M,1.075,0.8625,0.25,11.793392,6,7.00
35665,M,1.775,1.4125,0.4375,51.80871125,29,5.00
35666,M,1.575,1.25,0.375,32.95629375,10,8.00
35667,F,1.8375,1.475,0.5375,53.410458,10,9.00
35668,M,1.8375,1.475,0.5375,53.410458,11,10.00
35669,M,1.55,1.2125,0.4,31.75144,13,7.00
35670,I,0.575,0.425,0.1625,1.80019325,3,9.00
35671,I,1.075,0.85,0.275,11.89261525,7,10.00
35672,M,1.3125,0.9375,0.3375,22.72212425,11,9.00
35673,F,1.5,1.2125,0.4,29.1149365,13,7.00
35674,F,1.525,1.2,0.4125,31.354547,10,9.00
35675,I,1.5625,1.2125,0.375,33.3106625,11,5.00
35676,M,1.3,1.0125,0.3125,19.71707725,8,7.00
35677,M,1.0875,0.8375,0.25,10.2908685,6,5.00
35678,I,0.9625,0.7375,0.225,7.10154975,8,5.00
35679,F,1.3875,1.1,0.35,30.8726055,10,10.00
35680,I,1.0625,0.775,0.2625,10.262519,8,7.00
35681,F,1.2125,0.9875,0.35,19.85882475,8,10.00
35682,F,1.4875,1.175,0.475,30.80173175,18,9.00
35683,I,1.125,0.875,0.3125,14.81261375,7,10.00
35684,F,1.675,1.35,0.5,49.5265765,18,5.00
35685,I,1.1,0.8625,0.275,9.128539,6,7.00
35686,M,1.3375,1.05,0.3375,22.01338675,10,6.00
35687,M,1.3,1.0625,0.4,26.308336,11,9.00
35688,I,1.175,0.8875,0.3375,14.2030995,11,5.00
35689,F,1.675,1.35,0.5125,49.32813,14,9.00
35690,I,1.4125,1.1125,0.375,25.174356,9,7.00
35691,F,1.55,1.1625,0.3875,27.88173325,14,6.00
35692,I,0.3,0.2625,0.0875,0.38271825,4,8.00
35693,I,0.9875,0.725,0.2125,6.33611325,6,7.00
35694,I,1.25,1.025,0.425,18.4555245,9,9.00
35695,I,1.325,1.0875,0.3625,19.43358225,10,6.00
35696,M,1.0125,0.8,0.25,10.6310625,7,7.00
35697,M,0.925,0.6875,0.3,6.56290925,7,5.00
35698,F,1.4,1.1125,0.3375,23.14736675,16,6.00
35699,M,1.1625,0.925,0.3125,16.74037975,9,9.00
35700,I,1.3625,1.075,0.3625,21.659018,9,5.00
35701,M,1.8,1.4375,0.4875,53.99162275,11,7.00
35702,M,1.5,1.2,0.4,31.694741,16,7.00
35703,F,1.475,1.0875,0.3125,23.88445375,9,9.00
35704,F,1.3,0.9875,0.3625,17.95940825,15,7.00
35705,F,1.525,1.2,0.4125,32.88542,9,6.00
35706,M,1.7,1.275,0.525,47.400364,20,10.00
35707,M,1.5625,1.2,0.4125,32.772022,11,8.00
35708,M,1.6,1.3125,0.4625,42.354153,21,9.00
35709,M,1.15,0.9,0.3,14.78426425,9,6.00
35710,F,1.55,1.25,0.4125,34.31706975,10,8.00
35711,I,1.125,0.875,0.3125,12.984071,11,5.00
35712,M,1.5625,1.2375,0.375,38.612019,9,9.00
35713,I,0.7875,0.5875,0.2375,4.762716,7,9.00
35714,M,1.375,1.1625,0.3875,23.99785175,10,7.00
35715,F,1.525,1.1625,0.3625,29.540179,9,9.00
35716,M,1.5625,1.2,0.4,34.8415355,20,10.00
35717,I,1.075,0.85,0.2625,10.75863525,8,7.00
35718,F,1.3875,1.0625,0.3875,20.96445525,12,7.00
35719,F,1.4625,1.225,0.4125,33.0271675,10,7.00
35720,M,1.4625,1.2125,0.4,34.23202125,9,7.00
35721,M,1.4,1.15,0.3875,24.73493875,13,6.00
35722,F,1.5625,1.2125,0.4125,36.7693015,9,5.00
35723,I,0.975,0.725,0.2375,7.994559,7,6.00
35724,I,0.9625,0.75,0.25,6.30776375,7,7.00
35725,M,1.5375,1.2625,0.4,36.47163175,10,6.00
35726,M,1.6625,1.3125,0.4375,38.9805625,9,9.00
35727,M,1.4,1.1,0.375,28.05183025,11,7.00
35728,M,1.575,1.275,0.4375,34.45881725,12,5.00
35729,I,0.525,0.375,0.1375,1.54504775,4,5.00
35730,I,1.4375,1.0875,0.375,28.576296,13,5.00
35731,I,1.1,0.85,0.3,13.87708025,7,5.00
35732,M,1.575,1.2,0.4375,34.7848365,10,5.00
35733,F,1.7125,1.3125,0.475,45.20327775,12,6.00
35734,M,1.1625,0.8875,0.3125,14.81261375,6,5.00
35735,F,1.55,1.2375,0.4,35.3518265,10,10.00
35736,I,1.4375,1.175,0.3875,28.519597,18,6.00
35737,I,0.35,0.2625,0.0625,0.41106775,5,7.00
35738,F,1.75,1.3875,0.4375,41.48949325,11,5.00
35739,F,1.7625,1.3125,0.475,45.25997675,10,7.00
35740,M,1.2375,0.9375,0.3125,18.313777,8,9.00
35741,I,0.9,0.7375,0.225,7.98038425,7,5.00
